Rank,Symbol,Momentum,Volatility,Score
1,ADANIENT,0.001286,0.000257,5.0096
2,SAIL,-0.074352,0.057854,-1.2851
3,EXIDEIND,-0.066352,0.03978,-1.668
4,BBTC,-0.116375,0.068269,-1.7046
5,IPCL,-0.084691,0.046339,-1.8276
6,MFSL,-0.072341,0.037969,-1.9053
7,ASIANHOTNR,-0.079478,0.040321,-1.9711
8,INDORAMA,-0.07901,0.038414,-2.0568
9,INFY,-0.064309,0.027715,-2.3204
10,SHOPERSTOP,-0.106836,0.043536,-2.454
11,VEDL,-0.251163,0.095175,-2.6389
12,RELCAPITAL,-0.169299,0.060571,-2.795
13,HMT,-0.189172,0.066709,-2.8358
14,SUNDARMFIN,-0.069939,0.024276,-2.881
15,MAHSEAMLES,-0.130435,0.044446,-2.9347
16,INDIABULLS,-0.233576,0.079549,-2.9362
17,ASIANPAINT,-0.089126,0.028762,-3.0987
18,GAIL,-0.112043,0.035896,-3.1213
19,TATACOMM,-0.171253,0.05449,-3.1428
20,ULTRACEMCO,-0.143159,0.045095,-3.1746
