Rank,Symbol,Momentum,Volatility,Score
1,GLAXO,0.186319,0.012463,14.9499
2,BRITANNIA,0.154007,0.011892,12.9504
3,BAJFINANCE,0.236559,0.019071,12.4041
4,HINDUNILVR,0.120851,0.012866,9.393
5,PAGEIND,0.176762,0.018899,9.3529
6,GODREJCP,0.107027,0.01251,8.5555
7,INFY,0.114313,0.013697,8.3458
8,SANOFI,0.072276,0.00872,8.2881
9,KOTAKBANK,0.088775,0.011284,7.8675
10,LUPIN,0.135998,0.017869,7.6108
11,GSKCONS,0.102266,0.014415,7.0945
12,BATAINDIA,0.105053,0.016476,6.376
13,COLPAL,0.078705,0.012595,6.249
14,PFIZER,0.110752,0.018093,6.1212
15,DABUR,0.056973,0.009642,5.909
16,HEXAWARE,0.181103,0.030693,5.9004
17,HDFCBANK,0.060322,0.010871,5.5486
18,SAIL,0.147201,0.02771,5.3121
19,AIAENG,0.064656,0.012876,5.0215
20,BAJAJFINSV,0.088453,0.01817,4.8681
