Rank,Symbol,Momentum,Volatility,Score
1,THERMAX,0.230627,0.024091,9.5731
2,POWERINDIA,0.248914,0.031377,7.933
3,PREMIERENE,0.20225,0.027387,7.3849
4,LINDEINDIA,0.18481,0.02704,6.8348
5,DMART,0.135145,0.020227,6.6814
6,AUROPHARMA,0.125441,0.02054,6.107
7,TIINDIA,0.185728,0.030465,6.0963
8,LAURUSLABS,0.140077,0.023543,5.9498
9,GLENMARK,0.121098,0.020628,5.8707
10,CUMMINSIND,0.123386,0.021666,5.6948
11,ABB,0.137208,0.024333,5.6386
12,KALYANKJIL,0.173176,0.033028,5.2433
13,LLOYDSME,0.178942,0.034787,5.144
14,ANTHEM,0.103155,0.020732,4.9757
15,LUPIN,0.055849,0.011272,4.9548
16,ADANIPOWER,0.128257,0.026231,4.8896
17,LENSKART,0.124863,0.02667,4.6818
18,NATIONALUM,0.162696,0.035288,4.6105
19,TATAPOWER,0.078563,0.017042,4.61
20,BHARATFORG,0.11679,0.027269,4.2828
