Rank,Symbol,Momentum,Volatility,Score
1,OIL,0.253856,0.018415,13.7855
2,IGL,0.250637,0.020206,12.4042
3,BRITANNIA,0.124259,0.010807,11.4976
4,HONAUT,0.280246,0.02531,11.0723
5,PCJEWELLER,0.295223,0.027132,10.8809
6,GODREJPROP,0.226985,0.021032,10.7924
7,FRETAIL,0.316085,0.029574,10.6881
8,BATAINDIA,0.179402,0.017271,10.3873
9,RAJESHEXPO,0.12362,0.013153,9.3986
10,TECHM,0.138789,0.01528,9.0833
11,TATACONSUM,0.246517,0.027893,8.838
12,BAJAJ-AUTO,0.109351,0.012998,8.413
13,TATASTEEL,0.146333,0.017498,8.3627
14,MOTILALOFS,0.184462,0.022257,8.2878
15,GILLETTE,0.075029,0.009138,8.2104
16,RELAXO,0.132334,0.016636,7.9546
17,EDELWEISS,0.248372,0.031315,7.9313
18,CONCOR,0.148529,0.019065,7.7906
19,DIVISLAB,0.279052,0.035932,7.7661
20,BAJAJHLDNG,0.158742,0.020459,7.7591
