Rank,Symbol,Momentum,Volatility,Score
1,BATAINDIA,0.346459,0.017851,19.4079
2,COLPAL,0.327989,0.019709,16.6413
3,BERGEPAINT,0.328268,0.020713,15.8486
4,WHIRLPOOL,0.264151,0.018901,13.9752
5,RELAXO,0.223603,0.016757,13.3441
6,DMART,0.306676,0.023251,13.1896
7,SIEMENS,0.292271,0.022572,12.9481
8,PIIND,0.211947,0.01774,11.9477
9,BPCL,0.397099,0.033347,11.9081
10,NATCOPHARM,0.155274,0.013063,11.8868
11,GLAXO,0.170926,0.014687,11.638
12,GSKCONS,0.177874,0.016235,10.9559
13,VOLTAS,0.190925,0.018195,10.4935
14,HINDUNILVR,0.1737,0.016885,10.2872
15,HONAUT,0.243886,0.023799,10.2479
16,TRENT,0.232026,0.023048,10.0672
17,MANAPPURAM,0.275678,0.02834,9.7276
18,BAJAJ-AUTO,0.188873,0.019504,9.6837
19,PIDILITIND,0.190296,0.019678,9.6703
20,HDFCAMC,0.289433,0.030112,9.612
