Rank,Symbol,Momentum,Volatility,Score
1,PIDILITIND,0.796078,0.022773,34.9575
2,JINDALSTEL,0.581139,0.018117,32.0763
3,PANACEABIO,0.880263,0.028254,31.1551
4,VEDL,2.662162,0.090474,29.4246
5,HCC,0.656,0.022446,29.2262
6,VOLTAS,0.830439,0.031084,26.7163
7,STERLINBIO,1.017334,0.039686,25.6343
8,CONCOR,0.431529,0.017774,24.2793
9,BHARTIARTL,0.437605,0.018876,23.183
10,DCMSHRIRAM,0.670846,0.029282,22.9097
11,TATACONSUM,0.403421,0.017618,22.8985
12,SBIN,0.359239,0.01595,22.5232
13,EIDPARRY,0.562636,0.026497,21.2344
14,OPTOCIRCUI,0.727822,0.035957,20.2412
15,BRITANNIA,0.338164,0.017224,19.6336
16,GAMMONIND,0.434313,0.022307,19.4701
17,LMW,0.405756,0.021125,19.2078
18,ACC,0.266993,0.01416,18.8553
19,ABAN,0.442932,0.023683,18.7027
20,ABIRLANUVO,0.42342,0.022822,18.5533
