Rank,Symbol,Momentum,Volatility,Score
1,APLAPOLLO,0.263185,0.01392,18.9067
2,ASHOKLEY,0.319311,0.018382,17.3713
3,SBIN,0.262065,0.015172,17.273
4,BHARATFORG,0.27808,0.018051,15.4056
5,UNIONBANK,0.281955,0.018888,14.9279
6,TATASTEEL,0.237971,0.017754,13.404
7,SHRIRAMFIN,0.227108,0.017028,13.3374
8,VEDL,0.312293,0.023576,13.2461
9,TORNTPHARM,0.154729,0.011918,12.9822
10,AJANTPHARM,0.176908,0.014206,12.4534
11,NTPC,0.146938,0.013205,11.1274
12,INDUSTOWER,0.168089,0.01544,10.8866
13,ULTRACEMCO,0.116984,0.011063,10.5745
14,JINDALSTEL,0.168572,0.016555,10.1828
15,NATIONALUM,0.297019,0.02941,10.0993
16,EICHERMOT,0.148521,0.014926,9.9508
17,FEDERALBNK,0.162161,0.016482,9.8384
18,GVT&D,0.281661,0.029413,9.5762
19,MAHABANK,0.171405,0.018489,9.2707
20,SUPREMEIND,0.153268,0.016636,9.2131
