Rank,Symbol,Momentum,Volatility,Score
1,GMDCLTD,0.274375,0.025132,10.9172
2,APOLLOHOSP,0.176678,0.016363,10.7972
3,NTPC,0.176707,0.016671,10.5998
4,SKFINDIA,0.168996,0.019014,8.8879
5,ZEEL,0.227071,0.026059,8.7138
6,BIOCON,0.257406,0.029753,8.6515
7,JINDALSAW,0.197605,0.02406,8.213
8,ABAN,0.301512,0.036887,8.174
9,BHARTIARTL,0.172232,0.023057,7.4697
10,CENTBOP,0.190865,0.025634,7.4457
11,JSWSTEEL,0.209104,0.029232,7.1533
12,SAIL,0.246111,0.036002,6.836
13,PUNJABTRAC,0.195858,0.029529,6.6328
14,CESC,0.190835,0.029887,6.3852
15,BEL,0.186306,0.029192,6.3821
16,MARICO,0.105448,0.0201,5.2463
17,KOTAKBANK,0.129389,0.024964,5.183
18,BRITANNIA,0.102063,0.020895,4.8845
19,ROLTA,0.202374,0.041685,4.8548
20,NATIONALUM,0.104191,0.023328,4.4663
