Rank,Symbol,Momentum,Volatility,Score
1,VAKRANGEE,0.439989,0.01657,26.5537
2,IDFCFIRSTB,0.384396,0.019868,19.3472
3,MRF,0.387031,0.024394,15.8661
4,SYNGENE,0.310182,0.022698,13.6656
5,JUBLPHARMA,0.491144,0.038173,12.8662
6,IGL,0.217456,0.019354,11.2355
7,GAIL,0.173351,0.015506,11.1796
8,BALKRISIND,0.297699,0.028557,10.4248
9,ONGC,0.171769,0.016682,10.2966
10,CANBK,0.243557,0.024836,9.8068
11,TATACOMM,0.25936,0.026982,9.6122
12,VEDL,0.300072,0.031324,9.5797
13,PNB,0.261827,0.028721,9.1163
14,OIL,0.097885,0.011132,8.7933
15,TVSMOTOR,0.160655,0.019104,8.4095
16,DRREDDY,0.09946,0.013558,7.3357
17,LALPATHLAB,0.198816,0.02762,7.1983
18,CAIRN,0.170255,0.02392,7.1177
19,JYOTHYLAB,0.134534,0.019556,6.8796
20,NMDC,0.176871,0.026306,6.7236
