Rank,Symbol,Momentum,Volatility,Score
1,IGL,0.373134,0.018581,20.081
2,OIL,0.325773,0.017727,18.3775
3,BAJAJHLDNG,0.300009,0.017808,16.8469
4,RAJESHEXPO,0.207575,0.012696,16.3499
5,BRITANNIA,0.163602,0.010271,15.9287
6,BHARATFIN,0.278497,0.018174,15.3236
7,FRETAIL,0.416084,0.027596,15.0774
8,TECHM,0.213973,0.01425,15.0159
9,BAJFINANCE,0.314286,0.021443,14.6571
10,HONAUT,0.308353,0.022045,13.9877
11,LTF,0.308518,0.023034,13.3938
12,PCJEWELLER,0.318454,0.024507,12.9945
13,BAJAJFINSV,0.242261,0.018905,12.8143
14,JUBLFOOD,0.32604,0.025663,12.7046
15,HDFCBANK,0.095193,0.007653,12.4381
16,BATAINDIA,0.210014,0.017108,12.2761
17,TATACONSUM,0.317963,0.026111,12.1775
18,TVSMOTOR,0.20053,0.016561,12.1082
19,TRENT,0.248574,0.020929,11.8771
20,EDELWEISS,0.332341,0.028114,11.8211
