Rank,Symbol,Momentum,Volatility,Score
1,ADANIENSOL,1.007546,0.031696,31.7882
2,MINDTREE,0.670769,0.026537,25.2765
3,IRCTC,1.0137,0.040631,24.9487
4,TATAPOWER,0.832439,0.037173,22.3935
5,RELIANCE,0.278538,0.012772,21.8077
6,TATAELXSI,0.444603,0.022064,20.1503
7,TITAN,0.394986,0.019712,20.0374
8,ATGL,0.535739,0.027246,19.6628
9,TMPV,0.684525,0.035074,19.5164
10,SRF,0.447449,0.022998,19.4563
11,LTM,0.50446,0.027676,18.2271
12,KOTAKBANK,0.278836,0.015701,17.7593
13,BAJAJFINSV,0.351271,0.0198,17.7413
14,GODREJPROP,0.533779,0.030733,17.3683
15,TECHM,0.353839,0.0204,17.3448
16,IOC,0.257335,0.014854,17.3245
17,ONGC,0.369821,0.021655,17.0778
18,BATAINDIA,0.277658,0.017359,15.9953
19,GMRAIRPORT,0.42576,0.026769,15.9051
20,JSWENERGY,0.50772,0.032204,15.7659
