Rank,Symbol,Momentum,Volatility,Score
1,ONGC,0.275605,0.029387,9.3785
2,HINDPETRO,1.064286,0.116658,9.1231
3,CONCOR,0.158962,0.019391,8.1976
4,BFUTILITIE,0.333132,0.041893,7.952
5,GLAXO,0.084002,0.011319,7.4214
6,BANKBARODA,0.284676,0.038836,7.3303
7,BERGEPAINT,0.111111,0.01691,6.5707
8,BPCL,0.490991,0.07607,6.4545
9,AIAENG,0.129287,0.02154,6.0021
10,EIHOTEL,0.197701,0.033859,5.839
11,SHRIRAMFIN,0.111586,0.020029,5.5713
12,MOTHERSON,0.115313,0.020812,5.5407
13,ZYDUSLIFE,0.111555,0.020625,5.4088
14,TITAN,0.134883,0.025181,5.3566
15,THERMAX,0.12735,0.024248,5.2519
16,ORIENTBANK,0.165447,0.034485,4.7976
17,FSL,0.209115,0.044637,4.6848
18,SBIN,0.180996,0.038845,4.6594
19,IDBI,0.152903,0.033775,4.5271
20,IOC,0.131417,0.029219,4.4976
