Rank,Symbol,Momentum,Volatility,Score
1,GODREJPROP,0.149725,0.016543,9.0506
2,GRASIM,0.071742,0.014211,5.0483
3,PFIZER,0.059926,0.0122,4.9119
4,MOTHERSON,0.114481,0.024081,4.754
5,MARICO,0.07922,0.019481,4.0666
6,CAIRN,0.053989,0.014492,3.7255
7,SIEMENS,0.081562,0.022993,3.5473
8,OPTOCIRCUI,0.093032,0.027179,3.423
9,SANOFI,0.044928,0.013771,3.2626
10,AMTEKAUTO,0.089112,0.027894,3.1947
11,CRISIL,0.029713,0.00986,3.0136
12,BAJAJFINSV,0.100159,0.03431,2.9192
13,NATIONALUM,0.058284,0.02116,2.7545
14,POWERGRID,0.025601,0.009358,2.7357
15,JINDALSAW,0.064661,0.024055,2.688
16,LICHSGFIN,0.078189,0.030994,2.5228
17,FORTIS,0.039222,0.016044,2.4447
18,TECHM,0.060004,0.026666,2.2502
19,BANKINDIA,0.055234,0.024753,2.2314
20,HINDZINC,0.040154,0.018901,2.1244
