Rank,Symbol,Momentum,Volatility,Score
1,HINDPETRO,1.125,0.116969,9.618
2,INDIABULLS,0.469858,0.056673,8.2907
3,GODREJCP,0.233536,0.031074,7.5155
4,PFC,0.291176,0.03925,7.4185
5,TTML,0.314199,0.046253,6.793
6,HINDUNILVR,0.189317,0.029013,6.5251
7,JISLJALEQS,0.273626,0.046044,5.9426
8,IOC,0.182534,0.032746,5.5742
9,M&MFIN,0.20875,0.039155,5.3313
10,APOLLOHOSP,0.195196,0.036776,5.3077
11,CESC,0.273684,0.053005,5.1634
12,TVTODAY,0.297747,0.058703,5.0721
13,GUJNRECOKE,0.289533,0.058059,4.9868
14,MTNL,0.173429,0.038738,4.477
15,INDIACEM,0.217391,0.050301,4.3218
16,RECLTD,0.169101,0.042165,4.0105
17,HINDZINC,0.198198,0.049911,3.971
18,GMRAIRPORT,0.247049,0.066102,3.7374
19,CANBK,0.139757,0.0381,3.6681
20,DABUR,0.135678,0.038038,3.567
