Rank,Symbol,Momentum,Volatility,Score
1,WIPRO,0.24346,0.010369,23.4795
2,RELIANCE,0.309633,0.01662,18.6301
3,LTTS,0.427368,0.025017,17.0829
4,SANOFI,0.219738,0.013854,15.8607
5,TCS,0.179518,0.011981,14.9833
6,HCLTECH,0.174603,0.013048,13.3813
7,ABFRL,0.334969,0.026744,12.525
8,ABB,0.193229,0.016296,11.8573
9,DIVISLAB,0.248001,0.02097,11.8264
10,APLLTD,0.232005,0.019671,11.7945
11,AXISBANK,0.197169,0.017583,11.2138
12,ADANIPOWER,0.540453,0.048713,11.0947
13,AUROPHARMA,0.235499,0.022523,10.4558
14,JSWSTEEL,0.217773,0.021082,10.3298
15,AIAENG,0.166732,0.017012,9.8008
16,ONGC,0.13955,0.01473,9.4736
17,TORNTPHARM,0.165732,0.017807,9.307
18,ITC,0.131914,0.014456,9.1253
19,BATAINDIA,0.157807,0.018713,8.4329
20,UBL,0.216046,0.026218,8.2404
