Rank,Symbol,Momentum,Volatility,Score
1,DHANI,1.377565,0.039564,34.8191
2,JINDALSTEL,0.971872,0.032154,30.2256
3,HAL,1.171452,0.043262,27.0784
4,TATACOMM,0.804452,0.032517,24.7397
5,JUBLPHARMA,0.826097,0.033401,24.7327
6,SUNDRMFAST,0.613031,0.025091,24.4324
7,AUBANK,0.823411,0.033856,24.3211
8,QUESS,0.74676,0.031017,24.0762
9,CHOLAHLDNG,0.709491,0.029527,24.0286
10,ENDURANCE,0.559249,0.023297,24.005
11,TATACONSUM,0.47986,0.020166,23.7957
12,JSWSTEEL,0.53489,0.02295,23.3069
13,TATAPOWER,0.663957,0.028769,23.0786
14,SBICARD,0.51888,0.023638,21.9514
15,EMAMILTD,0.836767,0.039441,21.2156
16,HEXAWARE,0.634646,0.030285,20.9555
17,BEL,0.606604,0.02899,20.9245
18,TATASTEEL,0.463959,0.022184,20.9142
19,BAJFINANCE,0.741026,0.035748,20.7292
20,PNBHOUSING,0.602732,0.029568,20.3844
