Rank,Symbol,Momentum,Volatility,Score
1,ZYDUSLIFE,0.472371,0.01694,27.885
2,TMPV,0.35776,0.01499,23.8669
3,SUNPHARMA,0.278358,0.011953,23.287
4,OIL,0.728062,0.03192,22.809
5,TATAMTRDVR,0.32422,0.014514,22.3383
6,DLF,0.384675,0.018308,21.0114
7,OFSS,0.887796,0.042444,20.9171
8,HDFCAMC,0.299047,0.014375,20.8027
9,BOSCHLTD,0.290875,0.013985,20.7984
10,MRF,0.309594,0.015414,20.0851
11,BAJAJ-AUTO,0.320388,0.015969,20.0629
12,CUMMINSIND,0.389324,0.019463,20.0037
13,IRFC,0.929319,0.046892,19.8181
14,PNB,0.441791,0.023051,19.1661
15,TATACONSUM,0.233772,0.012371,18.8973
16,BEL,0.339303,0.018038,18.8106
17,INDHOTEL,0.315438,0.016833,18.7389
18,PETRONET,0.334146,0.018225,18.3343
19,ADANIPORTS,0.478973,0.026475,18.0917
20,PERSISTENT,0.305351,0.017204,17.749
