Rank,Symbol,Momentum,Volatility,Score
1,M&M,0.345168,0.018715,18.4429
2,TVSMOTOR,0.315207,0.018331,17.1951
3,ENDURANCE,0.312168,0.022519,13.8624
4,HEROMOTOCO,0.261036,0.019594,13.3224
5,AIAENG,0.316964,0.024679,12.8436
6,BLUEDART,0.240375,0.019245,12.49
7,VBL,0.268854,0.021696,12.3918
8,EICHERMOT,0.222922,0.020708,10.7652
9,HINDUNILVR,0.157261,0.018315,8.5864
10,BRITANNIA,0.133074,0.016037,8.298
11,COROMANDEL,0.181169,0.021899,8.273
12,MARUTI,0.138985,0.017076,8.1394
13,MRF,0.132378,0.016585,7.9818
14,SCHAEFFLER,0.175991,0.022497,7.8229
15,PHOENIXLTD,0.187477,0.024856,7.5425
16,ABB,0.17252,0.023445,7.3585
17,BOSCHLTD,0.136864,0.020899,6.5488
18,SUMICHEM,0.153909,0.023727,6.4867
19,TIINDIA,0.179027,0.028275,6.3316
20,ASHOKLEY,0.137485,0.021903,6.2771
