Rank,Symbol,Momentum,Volatility,Score
1,PAYTM,0.441797,0.020089,21.9921
2,FORTIS,0.304481,0.016323,18.6534
3,LTF,0.297408,0.01692,17.5775
4,ETERNAL,0.397294,0.022646,17.5433
5,CUMMINSIND,0.235565,0.013899,16.948
6,BOSCHLTD,0.258199,0.015839,16.3017
7,GLENMARK,0.377489,0.023316,16.1902
8,MUTHOOTFIN,0.297986,0.019843,15.0169
9,GLAND,0.240274,0.016096,14.9275
10,HDFCAMC,0.202914,0.013712,14.7981
11,JKCEMENT,0.266266,0.018401,14.4706
12,UNOMINDA,0.256377,0.017916,14.3096
13,ABCAPITAL,0.29412,0.021046,13.9753
14,SWIGGY,0.301201,0.022171,13.5853
15,TORNTPHARM,0.165828,0.012518,13.2472
16,POLYCAB,0.182924,0.014045,13.0238
17,BLUESTARCO,0.237831,0.018571,12.8065
18,HYUNDAI,0.265358,0.021787,12.1794
19,TVSMOTOR,0.17304,0.014273,12.1236
20,MARUTI,0.157924,0.014189,11.1299
