Rank,Symbol,Momentum,Volatility,Score
1,WELSPUNIND,1.521667,0.042325,35.9519
2,IL&FSENGG,1.01751,0.036116,28.1737
3,JINDALSAW,0.915014,0.035069,26.0917
4,SANOFI,0.376048,0.015344,24.5071
5,OFSS,0.581847,0.024047,24.1967
6,ORIENTBANK,0.6,0.025409,23.614
7,PGHH,0.548372,0.028388,19.3172
8,TORNTPOWER,0.534895,0.028185,18.9779
9,MRF,0.683195,0.036067,18.9423
10,IOB,0.450256,0.023906,18.8345
11,AIAENG,0.574135,0.030772,18.6576
12,YESBANK,0.568254,0.031251,18.1835
13,MPHASIS,0.583476,0.032597,17.8998
14,JETAIRWAYS,0.689318,0.039102,17.6286
15,INDUSINDBK,0.470458,0.028025,16.7871
16,CASTROLIND,0.371009,0.022369,16.5857
17,PATNI,0.609862,0.036904,16.5255
18,CUMMINSIND,0.475853,0.028833,16.5036
19,BHARATFORG,0.732624,0.044727,16.3798
20,AUROPHARMA,0.474075,0.028948,16.3771
