Rank,Symbol,Momentum,Volatility,Score
1,BAJFINANCE,0.277567,0.017092,16.2393
2,SBICARD,0.192121,0.016918,11.3557
3,BAJAJFINSV,0.1895,0.016929,11.1938
4,UPL,0.185963,0.01823,10.2007
5,SRF,0.226887,0.023547,9.6354
6,MUTHOOTFIN,0.153908,0.018465,8.335
7,MARUTI,0.112807,0.013946,8.0889
8,IGL,0.231804,0.034775,6.6658
9,BSE,0.232736,0.035132,6.6246
10,KOTAKBANK,0.106387,0.016187,6.5724
11,MEDANTA,0.149188,0.023806,6.267
12,BAJAJHLDNG,0.166179,0.027499,6.0431
13,SHREECEM,0.089324,0.01612,5.5411
14,SUNDARMFIN,0.171291,0.031462,5.4443
15,LLOYDSME,0.148196,0.028421,5.2143
16,CHOLAFIN,0.121723,0.023791,5.1163
17,WIPRO,0.081673,0.01746,4.6777
18,JKCEMENT,0.070566,0.017869,3.9492
19,JUBLFOOD,0.07416,0.021933,3.3812
20,INDUSINDBK,0.0481,0.015498,3.1037
