Rank,Symbol,Momentum,Volatility,Score
1,AJANTPHARM,0.252725,0.030183,8.3731
2,IPCALAB,0.123201,0.029174,4.223
3,ALKEM,0.087131,0.021862,3.9855
4,PIDILITIND,0.049815,0.019007,2.6209
5,DIVISLAB,0.03476,0.021421,1.6227
6,GUJENERGY,0.025698,0.024011,1.0703
7,COROMANDEL,0.017668,0.019395,0.911
8,YESBANK,0.084592,0.145347,0.582
9,ABBOTINDIA,0.004591,0.026835,0.1711
10,BAYERCROP,-0.007316,0.019927,-0.3671
11,ATUL,-0.020467,0.027531,-0.7434
12,BHARTIARTL,-0.027187,0.024577,-1.1062
13,AARTIIND,-0.04278,0.030407,-1.4069
14,BLUEDART,-0.045535,0.030415,-1.4971
15,TORNTPOWER,-0.032599,0.02123,-1.5356
16,DMART,-0.051063,0.02783,-1.8349
17,TORNTPHARM,-0.051084,0.023312,-2.1914
18,VBL,-0.066362,0.030176,-2.1991
19,HONAUT,-0.084389,0.036341,-2.3222
20,ESCORTS,-0.082093,0.034561,-2.3753
