Rank,Symbol,Momentum,Volatility,Score
1,ADANIGREEN,0.55327,0.032596,16.9737
2,LINDEINDIA,0.464096,0.030602,15.1653
3,TATAELXSI,0.511582,0.035769,14.3025
4,ADANIENSOL,0.388512,0.027285,14.2389
5,ATGL,0.372338,0.028035,13.2811
6,ITC,0.186328,0.015412,12.09
7,SOLARINDS,0.260361,0.021902,11.8874
8,BANKBARODA,0.339492,0.03042,11.1602
9,JINDALSTEL,0.354803,0.031863,11.1352
10,HAL,0.243842,0.022161,11.0032
11,CUMMINSIND,0.196676,0.018672,10.5335
12,INDHOTEL,0.262594,0.026478,9.9174
13,CHOLAFIN,0.2473,0.026246,9.4222
14,ADANIENT,0.025534,0.002774,9.2052
15,VEDL,0.254254,0.027826,9.1373
16,TRENT,0.221086,0.025193,8.7758
17,HINDALCO,0.224901,0.026088,8.621
18,NMDC,0.215885,0.025205,8.5652
19,BAJAJHLDNG,0.171153,0.021298,8.036
20,NTPC,0.139037,0.017487,7.9507
