Rank,Symbol,Momentum,Volatility,Score
1,ACC,0.1937,0.013253,14.6151
2,AMBUJACEM,0.185322,0.020951,8.8454
3,IGL,0.124183,0.014968,8.2964
4,SUNTECK,0.14259,0.019966,7.1416
5,IDEA,0.171756,0.024659,6.9651
6,M&M,0.147153,0.021164,6.953
7,ULTRACEMCO,0.109685,0.01612,6.8044
8,BAJAJ-AUTO,0.089561,0.018714,4.7857
9,CRISIL,0.095447,0.021016,4.5415
10,GRASIM,0.066218,0.01558,4.2502
11,PETRONET,0.08921,0.026693,3.3421
12,CHAMBLFERT,0.100866,0.03151,3.2011
13,RNAVAL,0.097113,0.030735,3.1597
14,HEROMOTOCO,0.05391,0.017602,3.0628
15,OIL,0.033813,0.013089,2.5834
16,GUJENERGY,0.04644,0.019868,2.3374
17,GSPL,0.058282,0.025196,2.3132
18,ASIANPAINT,0.025285,0.012142,2.0824
19,GMDCLTD,0.043341,0.024455,1.7723
20,SHREECEM,0.029365,0.018255,1.6086
