Rank,Symbol,Momentum,Volatility,Score
1,ALBK,0.416793,0.014575,28.5955
2,WOCKPHARMA,1.346125,0.048446,27.7861
3,TMPV,0.473786,0.017453,27.1472
4,UCOBANK,0.47511,0.01943,24.4528
5,HDFCBANK,0.28527,0.011904,23.9649
6,SBIN,0.388387,0.016798,23.1205
7,BANKINDIA,0.426708,0.018501,23.0636
8,LICHSGFIN,0.45524,0.019826,22.9623
9,TATASTEEL,0.377617,0.016571,22.7874
10,TATASTEEL,0.377617,0.016571,22.7874
11,HINDALCO,0.41077,0.019461,21.1077
12,VIJAYABANK,0.356853,0.017519,20.369
13,PNB,0.235989,0.011589,20.364
14,UBL,0.83399,0.041227,20.2292
15,CORPBANK,0.314269,0.01604,19.5928
16,TITAN,0.328877,0.016852,19.5161
17,AXISBANK,0.268455,0.013787,19.4709
18,KOTAKBANK,0.306625,0.016346,18.7586
19,DLF,0.372833,0.020578,18.1183
20,GUJENERGY,0.35865,0.019817,18.0981
