Rank,Symbol,Momentum,Volatility,Score
1,ENGINERSIN,0.490326,0.023797,20.6048
2,ZYDUSLIFE,0.255167,0.0179,14.255
3,CUMMINSIND,0.221394,0.016156,13.7038
4,APOLLOTYRE,0.507767,0.037697,13.4698
5,CHENNPETRO,0.2329,0.018468,12.611
6,GTL,0.077214,0.006425,12.0172
7,ULTRACEMCO,0.188838,0.015758,11.9833
8,HEROMOTOCO,0.220209,0.018619,11.8273
9,CASTROLIND,0.218272,0.018826,11.5941
10,BANKBARODA,0.22996,0.020126,11.4263
11,3MINDIA,0.216819,0.019513,11.1117
12,BAJAJ-AUTO,0.232755,0.021009,11.0786
13,NFL,0.463576,0.041962,11.0477
14,IGL,0.17602,0.016047,10.9689
15,COROMANDEL,0.229722,0.02098,10.9496
16,ADANIPORTS,0.241316,0.022138,10.9007
17,STLTECH,0.225327,0.021076,10.691
18,SIEMENS,0.201982,0.019582,10.3144
19,TITAN,0.248767,0.024257,10.2555
20,ALBK,0.227648,0.022585,10.0795
