Rank,Symbol,Momentum,Volatility,Score
1,DLF,0.470793,0.017458,26.9664
2,BIOCON,0.340669,0.018592,18.323
3,COROMANDEL,0.277202,0.015289,18.1304
4,SRF,0.242843,0.01352,17.9615
5,HDFC,0.200526,0.011309,17.7316
6,NMDC,0.378253,0.022494,16.8156
7,ICICIBANK,0.223063,0.013552,16.4599
8,BALKRISIND,0.278401,0.01825,15.2546
9,RELAXO,0.233229,0.015629,14.9231
10,JINDALSTEL,0.567817,0.038699,14.6727
11,GUJENERGY,0.310415,0.021173,14.6606
12,CRISIL,0.340795,0.023333,14.6054
13,PFIZER,0.273802,0.018804,14.5605
14,ADANIENSOL,0.412797,0.028516,14.476
15,ABBOTINDIA,0.2344,0.016374,14.3156
16,IGL,0.226801,0.015986,14.1876
17,ISEC,0.499561,0.036211,13.796
18,TATASTEEL,0.305436,0.022864,13.3588
19,MOTHERSON,0.376164,0.029091,12.9305
20,RELIANCE,0.178234,0.013865,12.8553
