Rank,Symbol,Momentum,Volatility,Score
1,IGL,0.373134,0.020206,18.4667
2,OIL,0.325773,0.018415,17.6909
3,RAJESHEXPO,0.207575,0.013153,15.7815
4,BRITANNIA,0.163602,0.010807,15.1379
5,BHARATFIN,0.278497,0.018749,14.854
6,BAJAJHLDNG,0.300009,0.020459,14.664
7,FRETAIL,0.416084,0.029574,14.0694
8,TECHM,0.213973,0.01528,14.0038
9,JUBLFOOD,0.32604,0.023808,13.6943
10,BAJFINANCE,0.314286,0.023359,13.4547
11,KRBL,0.255605,0.019648,13.0094
12,LTF,0.308518,0.025244,12.2213
13,HONAUT,0.308353,0.02531,12.1828
14,BATAINDIA,0.210014,0.017271,12.1598
15,BAJAJFINSV,0.242261,0.020339,11.9112
16,PCJEWELLER,0.318454,0.027132,11.7371
17,TRENT,0.248574,0.021741,11.4333
18,TATACONSUM,0.317963,0.027893,11.3995
19,HDFCBANK,0.095193,0.00855,11.1338
20,TVSMOTOR,0.20053,0.018458,10.864
