Rank,Symbol,Volatility
1,ADANIENT,0.003178
2,AMBUJACEM,0.007386
3,IRFC,0.008961
4,PFIZER,0.009532
5,GLAXO,0.009536
6,ACC,0.009947
7,RELAXO,0.010809
8,SANOFI,0.010927
9,HDFCBANK,0.012233
10,COLPAL,0.012687
11,CUMMINSIND,0.012759
12,ALKEM,0.012789
13,NESTLEIND,0.012873
14,APLLTD,0.013073
15,IPCALAB,0.01337
16,SBILIFE,0.013662
17,PGHH,0.013782
18,ATUL,0.014082
19,AXISBANK,0.014223
20,SUNPHARMA,0.0144
