Rank,Symbol,Volatility
1,ADANIENT,0.000433
2,GLAXO,0.006314
3,NAUKRI,0.007227
4,PGHH,0.007616
5,BAJAJHLDNG,0.008589
6,ITC,0.008912
7,BOSCHLTD,0.009547
8,INFY,0.009928
9,FEDERALBNK,0.010001
10,GRASIM,0.010288
11,TCS,0.010334
12,ERAINFRA,0.010547
13,LUPIN,0.010602
14,PFIZER,0.010889
15,GODFRYPHLP,0.011067
16,NTPC,0.01131
17,JSWDULUX,0.011343
18,KANSAINER,0.011366
19,SUNPHARMA,0.01152
20,SBT,0.011526
