Rank,Symbol,Volatility
1,ADANIENT,0.000402
2,GTL,0.00778
3,NTPC,0.009377
4,POWERGRID,0.010408
5,COLPAL,0.010873
6,HDFCBANK,0.011679
7,NMDC,0.012382
8,AMBUJACEM,0.012561
9,PFIZER,0.012573
10,MTNL,0.01306
11,JSWDULUX,0.013217
12,IGL,0.013237
13,ONGC,0.013323
14,KANSAINER,0.013587
15,BHEL,0.013863
16,STERLINBIO,0.013978
17,ASIANPAINT,0.01403
18,RPOWER,0.014034
19,JPPOWER,0.014696
20,TATACONSUM,0.014859
