Rank,Symbol,Volatility
1,ADANIENT,0.000378
2,FORTIS,0.0112
3,VIDEOIND,0.011602
4,OFSS,0.011671
5,PFIZER,0.012474
6,SJVN,0.012547
7,TRENT,0.013229
8,BOSCHLTD,0.013297
9,ZYDUSLIFE,0.014699
10,INFY,0.014756
11,CRISIL,0.014999
12,3MINDIA,0.015244
13,BEL,0.015602
14,CASTROLIND,0.01578
15,PGHH,0.015999
16,PAGEIND,0.016438
17,NAUKRI,0.016723
18,CONCOR,0.01678
19,MARICO,0.01732
20,PIDILITIND,0.017354
