Rank,Symbol,Volatility
1,ZFCVINDIA,0.009171
2,TORNTPHARM,0.011048
3,MARICO,0.011723
4,GILLETTE,0.011798
5,DABUR,0.011887
6,MPHASIS,0.011988
7,NHPC,0.012267
8,WIPRO,0.012968
9,TCS,0.013141
10,NATCOPHARM,0.013742
11,LTTS,0.014006
12,GSPL,0.014317
13,JSWENERGY,0.014384
14,TATACHEM,0.014405
15,LUPIN,0.014712
16,SYNGENE,0.014843
17,DRREDDY,0.01499
18,ALKEM,0.015107
19,HCLTECH,0.015307
20,SANOFI,0.015427
