Rank,Symbol,Volatility
1,ADANIENT,0.000658
2,MRF,0.008685
3,GILLETTE,0.009069
4,DRREDDY,0.009889
5,SANOFI,0.010709
6,GODREJCP,0.011228
7,PGHH,0.011264
8,ASIANHOTNR,0.012395
9,BOSCHLTD,0.012531
10,APOLLOHOSP,0.01336
11,PATELENG,0.013385
12,CARBORUNIV,0.013522
13,JSWDULUX,0.013553
14,PFIZER,0.013937
15,AMBUJACEM,0.013957
16,NIRMA,0.013959
17,BERGEPAINT,0.014169
18,STERLINBIO,0.014604
19,KANSAINER,0.015012
20,SUNPHARMA,0.015316
