Rank,Symbol,Volatility
1,ADANIENT,0.000812
2,BRITANNIA,0.018197
3,JSWDULUX,0.021885
4,PGHH,0.022649
5,AMBUJACEM,0.023053
6,NDTV,0.02399
7,TATAINVEST,0.025498
8,JUBLPHARMA,0.025674
9,GILLETTE,0.026444
10,JISLJALEQS,0.027766
11,SANOFI,0.028232
12,GUJENERGY,0.028265
13,FEDERALBNK,0.02851
14,GSKCONS,0.028875
15,GLAXO,0.028921
16,PFIZER,0.029003
17,AMTEKAUTO,0.029043
18,MARUTI,0.029086
19,LUPIN,0.029099
20,CUMMINSIND,0.029247
