Rank,Symbol,Volatility
1,GILLETTE,0.007698
2,GLAXO,0.008875
3,HDFCBANK,0.009273
4,HINDUNILVR,0.009335
5,HATSUN,0.009659
6,HONAUT,0.009933
7,ITC,0.009946
8,ABB,0.010244
9,HINDZINC,0.010871
10,GSKCONS,0.010925
11,TORNTPHARM,0.01094
12,HDFC,0.011164
13,ASIANPAINT,0.011221
14,BAJAJ-AUTO,0.011228
15,COLPAL,0.011453
16,CIPLA,0.011475
17,SKFINDIA,0.012089
18,ALKEM,0.012174
19,APLLTD,0.012236
20,CUB,0.012407
