Rank,Symbol,Volatility
1,ADANIENT,0.000487
2,GTL,0.004925
3,OFSS,0.008543
4,PATELENG,0.008745
5,BOSCHLTD,0.009804
6,JSWDULUX,0.009913
7,ONGC,0.010516
8,POWERGRID,0.010575
9,NTPC,0.01085
10,SBIN,0.011173
11,COLPAL,0.011241
12,LT,0.011244
13,IOC,0.011498
14,BHEL,0.011515
15,GVPIL,0.011544
16,HDFCBANK,0.011547
17,TECHM,0.011605
18,TATACONSUM,0.01161
19,TCS,0.011675
20,GLAXO,0.011977
