Rank,Symbol,Volatility
1,ADANIENT,0.000411
2,GLAXO,0.008821
3,GILLETTE,0.00919
4,PGHH,0.009276
5,COLPAL,0.009664
6,HINDUNILVR,0.009997
7,CRISIL,0.010051
8,POWERGRID,0.010781
9,DABUR,0.011025
10,HDFCBANK,0.011074
11,BLUEDART,0.011375
12,BRITANNIA,0.011615
13,ITC,0.011653
14,INFY,0.011898
15,ASIANPAINT,0.012101
16,HATSUN,0.012101
17,NTPC,0.012214
18,GODREJCP,0.012329
19,TTKPRESTIG,0.012533
20,ZEEL,0.012736
