Rank,Symbol,Volatility
1,ADANIENT,0.000113
2,GILLETTE,0.009305
3,HDFCBANK,0.00936
4,BAJAJCON,0.009482
5,3MINDIA,0.010412
6,HINDUNILVR,0.010576
7,PFIZER,0.010711
8,HONAUT,0.010838
9,OFSS,0.011012
10,KOTAKBANK,0.011139
11,OIL,0.01124
12,DBCORP,0.011295
13,INFY,0.011356
14,PGHH,0.011463
15,WIPRO,0.011491
16,CONCOR,0.011895
17,SCHAEFFLER,0.012137
18,SANOFI,0.012157
19,LT,0.012367
20,NTPC,0.012421
