Rank,Symbol,Volatility
1,ADANIENT,0.00097
2,ERAINFRA,0.0043
3,GLAXO,0.009023
4,PGHH,0.010223
5,BAJAJHLDNG,0.011094
6,KSK,0.011577
7,BOSCHLTD,0.012008
8,SJVN,0.012207
9,OIL,0.012303
10,ASIANPAINT,0.012784
11,GODREJCP,0.01285
12,CORPBANK,0.013109
13,OBEROIRLTY,0.013179
14,TORNTPHARM,0.013282
15,DRREDDY,0.013399
16,GILLETTE,0.01341
17,ACC,0.013604
18,VIDEOIND,0.013767
19,IGL,0.013793
20,ENGINERSIN,0.013994
