Rank,Symbol,Volatility
1,ADANIENT,0.005391
2,HINDZINC,0.005692
3,ICICIBANK,0.006406
4,MRF,0.006967
5,SUNDARMFIN,0.007551
6,HDFCBANK,0.007961
7,NESTLEIND,0.008256
8,BATAINDIA,0.008457
9,PGHH,0.008516
10,HDFC,0.008557
11,PFIZER,0.008686
12,MARUTI,0.008766
13,NMDC,0.008992
14,TITAN,0.009021
15,HINDUNILVR,0.009202
16,DABUR,0.009211
17,SOLARINDS,0.009264
18,PETRONET,0.009273
19,ULTRACEMCO,0.009288
20,BAJAJ-AUTO,0.009369
