Rank,Symbol,Volatility
1,ADANIENT,0.000135
2,BOSCHLTD,0.009922
3,PATELENG,0.011904
4,SHRIRAMFIN,0.012175
5,DABUR,0.012382
6,STERLINBIO,0.013259
7,GILLETTE,0.013946
8,GLAXO,0.01481
9,MRF,0.015338
10,PIDILITIND,0.015339
11,IGL,0.015744
12,CIPLA,0.015823
13,CORPBANK,0.016042
14,HEROMOTOCO,0.016148
15,MARICO,0.0164
16,IOC,0.016695
17,MRPL,0.016782
18,TORNTPOWER,0.017228
19,GSKCONS,0.017371
20,TATAINVEST,0.017453
