Rank,Symbol,Volatility
1,LUPIN,0.010989
2,SUNPHARMA,0.011656
3,NESTLEIND,0.011995
4,CIPLA,0.012198
5,ITC,0.012841
6,ICICIGI,0.013215
7,DIVISLAB,0.013475
8,POWERGRID,0.013712
9,BHARTIARTL,0.014076
10,TATACONSUM,0.014128
11,APOLLOHOSP,0.014249
12,MARICO,0.014307
13,BRITANNIA,0.014485
14,PATANJALI,0.014574
15,HINDUNILVR,0.014617
16,NTPC,0.014643
17,TORNTPHARM,0.014695
18,MAXHEALTH,0.014766
19,NHPC,0.015189
20,BERGEPAINT,0.015504
