Rank,Symbol,Volatility
1,GILLETTE,0.015084
2,CHOLAHLDNG,0.015163
3,ZFCVINDIA,0.015979
4,SCHAEFFLER,0.016484
5,VGUARD,0.016768
6,SUNDARMFIN,0.016903
7,OBEROIRLTY,0.017406
8,SYNGENE,0.017727
9,KANSAINER,0.019042
10,IOB,0.019391
11,COLPAL,0.019611
12,DABUR,0.019835
13,ASIANPAINT,0.019866
14,SKFINDIA,0.020048
15,LUPIN,0.020136
16,RAMCOCEM,0.020181
17,MARICO,0.020314
18,THERMAX,0.020344
19,SANOFI,0.020482
20,TVSMOTOR,0.020901
