Rank,Symbol,Volatility
1,ADANIENT,0.000415
2,SOLARINDS,0.00798
3,LTTS,0.008173
4,HDFCBANK,0.008288
5,RAJESHEXPO,0.008448
6,CRISIL,0.008742
7,GSKCONS,0.009115
8,INDUSINDBK,0.009771
9,GLAXO,0.010079
10,COALINDIA,0.010159
11,KOTAKBANK,0.010242
12,VTL,0.010414
13,NTPC,0.010991
14,TRENT,0.011
15,BAJAJ-AUTO,0.011352
16,ASIANPAINT,0.01144
17,HCLTECH,0.011533
18,WIPRO,0.011583
19,MARUTI,0.011615
20,SJVN,0.011849
