Rank,Symbol,Volatility
1,GLAXO,0.005171
2,MINDTREE,0.006488
3,ZFCVINDIA,0.009112
4,COLPAL,0.009399
5,WIPRO,0.010105
6,CUB,0.010645
7,HDFCBANK,0.010899
8,NIACL,0.01093
9,HINDUNILVR,0.01099
10,OIL,0.011148
11,ENDURANCE,0.01147
12,CHOLAHLDNG,0.011479
13,OFSS,0.01151
14,GSKCONS,0.011549
15,INFY,0.011556
16,SANOFI,0.011817
17,PGHH,0.011963
18,HAVELLS,0.012011
19,KOTAKBANK,0.01204
20,BOSCHLTD,0.012173
