Rank,Symbol,Volatility
1,ADANIENT,0.001795
2,ERAINFRA,0.004617
3,PGHH,0.010479
4,BAJAJHLDNG,0.010753
5,SJVN,0.011007
6,BOSCHLTD,0.011148
7,GLAXO,0.011926
8,KSK,0.012241
9,TORNTPHARM,0.012484
10,GODREJCP,0.012804
11,OIL,0.012885
12,ASIANPAINT,0.012902
13,OBEROIRLTY,0.013281
14,BRITANNIA,0.013762
15,DRREDDY,0.013815
16,CORPBANK,0.013825
17,DIVISLAB,0.013883
18,ACC,0.013886
19,VIDEOIND,0.01394
20,NHPC,0.014207
