Rank,Symbol,Volatility
1,ADANIENT,0.000115
2,VIDEOIND,0.002761
3,SKFINDIA,0.00663
4,SCHAEFFLER,0.007841
5,HDFCBANK,0.008425
6,SANOFI,0.009334
7,SUNDARMFIN,0.009532
8,DBCORP,0.009819
9,INFY,0.010071
10,OIL,0.010241
11,THOMASCOOK,0.010411
12,HINDUNILVR,0.010509
13,PFIZER,0.010613
14,ABB,0.010667
15,BEL,0.010731
16,KOTAKBANK,0.010782
17,BAJAJCON,0.010884
18,HONAUT,0.011313
19,DABUR,0.011444
20,SJVN,0.011458
