Rank,Symbol,Volatility
1,ADANIENT,0.00081
2,GVT&D,0.007379
3,CONCOR,0.009509
4,PATELENG,0.00961
5,NTPC,0.009984
6,TATAPOWER,0.010617
7,GTL,0.010635
8,JPPOWER,0.010814
9,BHEL,0.011021
10,TORNTPOWER,0.011319
11,DIVISLAB,0.011482
12,SUNTECK,0.011611
13,HDFCBANK,0.011631
14,ONGC,0.011659
15,CIPLA,0.011838
16,RPOWER,0.011983
17,BHARATFORG,0.011983
18,GILLETTE,0.012215
19,LT,0.012226
20,NHPC,0.012255
