Rank,Symbol,Volatility
1,ADANIENT,0.001079
2,BRITANNIA,0.008772
3,BAJAJHLDNG,0.009661
4,SANOFI,0.009867
5,CRISIL,0.010739
6,GILLETTE,0.010754
7,NESTLEIND,0.011059
8,DABUR,0.011237
9,ABBOTINDIA,0.011456
10,PFIZER,0.011656
11,RAJESHEXPO,0.011709
12,MARICO,0.011753
13,COLPAL,0.012426
14,HINDUNILVR,0.012817
15,ALKEM,0.012856
16,SOLARINDS,0.013414
17,OFSS,0.013953
18,GLAXO,0.014473
19,SBILIFE,0.014946
20,TCS,0.015071
