Rank,Symbol,Volatility
1,ADANIENT,0.000217
2,PGHH,0.005317
3,GILLETTE,0.007636
4,MARUTI,0.009012
5,HDFCBANK,0.009168
6,TCS,0.009358
7,RBLBANK,0.009519
8,HDFC,0.009761
9,INFY,0.009807
10,NH,0.009985
11,NTPC,0.01001
12,MARICO,0.010148
13,CRISIL,0.010177
14,HEROMOTOCO,0.010244
15,BLUEDART,0.010383
16,BRITANNIA,0.01079
17,ITC,0.010872
18,WIPRO,0.01104
19,GLAXO,0.011212
20,VBL,0.011437
