Rank,Symbol,Volatility
1,ADANIENT,0.000529
2,GTL,0.006425
3,BOSCHLTD,0.010673
4,JSWDULUX,0.011506
5,GLAXO,0.011517
6,PATELENG,0.011586
7,POWERGRID,0.011741
8,OFSS,0.012241
9,NTPC,0.012261
10,TCS,0.012486
11,ONGC,0.012585
12,PFIZER,0.013157
13,IOC,0.013213
14,RELIGARE,0.013282
15,INFY,0.013341
16,GVPIL,0.013407
17,BHEL,0.013525
18,EDELWEISS,0.01364
19,CONCOR,0.013728
20,TATACONSUM,0.013812
