Rank,Symbol,Volatility
1,GILLETTE,0.013816
2,ZFCVINDIA,0.014642
3,SCHAEFFLER,0.015907
4,SYNGENE,0.016257
5,CHOLAHLDNG,0.016747
6,SUNDARMFIN,0.016831
7,OBEROIRLTY,0.017749
8,VGUARD,0.017847
9,KANSAINER,0.017886
10,COLPAL,0.018212
11,SANOFI,0.018384
12,THERMAX,0.018703
13,DABUR,0.018708
14,ASIANPAINT,0.018752
15,IOB,0.018898
16,MARICO,0.019236
17,RAMCOCEM,0.019375
18,LUPIN,0.019385
19,PGHH,0.019731
20,ACC,0.019904
