Rank,Symbol,Volatility
1,GILLETTE,0.005001
2,HONAUT,0.007332
3,SJVN,0.008291
4,SANOFI,0.00872
5,HEROMOTOCO,0.009148
6,DABUR,0.009642
7,SKFINDIA,0.009907
8,MARUTI,0.010102
9,SCHAEFFLER,0.010584
10,HDFC,0.010646
11,HDFCBANK,0.010871
12,JSWDULUX,0.010938
13,ITC,0.010957
14,NTPC,0.011146
15,POWERGRID,0.011194
16,KOTAKBANK,0.011284
17,BHARATFIN,0.011604
18,BRITANNIA,0.011892
19,WHIRLPOOL,0.011946
20,WIPRO,0.011951
