Rank,Symbol,Volatility
1,ADANIENT,0.000769
2,GTL,0.004678
3,PATNI,0.005481
4,ERAINFRA,0.007212
5,BOSCHLTD,0.008077
6,STERLINBIO,0.008219
7,CRISIL,0.009384
8,POWERGRID,0.009477
9,COLPAL,0.011008
10,PFIZER,0.011077
11,GLAXO,0.011962
12,SJVN,0.012019
13,OIL,0.012837
14,MAHSEAMLES,0.012889
15,IGL,0.012983
16,GRASIM,0.012987
17,BEL,0.013106
18,HINDUNILVR,0.01338
19,GTLINFRA,0.013523
20,CIPLA,0.013789
