Rank,Symbol,Volatility
1,ADANIENT,0.002344
2,HEROMOTOCO,0.007944
3,ASTRAZEN,0.008377
4,ITC,0.009218
5,EXIDEIND,0.009489
6,MRF,0.009509
7,GILLETTE,0.009651
8,CASTROLIND,0.009765
9,BPCL,0.00983
10,PGHL,0.009876
11,PETRONET,0.009885
12,ATUL,0.009936
13,INFY,0.009968
14,PGHH,0.010376
15,NHPC,0.010384
16,HDFCBANK,0.010508
17,AKZOINDIA,0.010646
18,HDFCLIFE,0.010657
19,PIDILITIND,0.010696
20,DMART,0.010712
