Rank,Symbol,Volatility
1,ADANIENT,0.00019
2,ALFALAVAL,0.011843
3,BLUEDART,0.013299
4,EIHOTEL,0.013885
5,SUNDARMFIN,0.014484
6,WYETH,0.014532
7,BONGAIREFN,0.01463
8,RAYMOND,0.014802
9,IGL,0.014943
10,VIDEOIND,0.015041
11,TATAINVEST,0.01507
12,GLAXO,0.015163
13,GUJENERGY,0.015266
14,TRENT,0.015298
15,PETRONET,0.015523
16,PGHH,0.015687
17,BOSCHLTD,0.016107
18,BERGEPAINT,0.016127
19,MRF,0.016274
20,SANOFI,0.016311
