Rank,Symbol,Volatility
1,ADANIENT,8.6e-05
2,GILLETTE,0.008013
3,SCHAEFFLER,0.008396
4,GLAXO,0.008611
5,HDFCBANK,0.009266
6,GFLLIMITED,0.009619
7,IOB,0.010351
8,HONAUT,0.010453
9,WIPRO,0.010465
10,COLPAL,0.010479
11,DRREDDY,0.010737
12,HINDUNILVR,0.010741
13,RELIANCE,0.011133
14,LT,0.01136
15,PFIZER,0.01155
16,VTL,0.011724
17,ECLERX,0.012169
18,SANOFI,0.012205
19,DBCORP,0.012215
20,APLLTD,0.012304
