Rank,Symbol,Volatility
1,ADANIENT,2.4e-05
2,HIMATSEIDE,0.01156
3,ZYDUSLIFE,0.011594
4,KARURVYSYA,0.012165
5,TCS,0.012277
6,BIOCON,0.012307
7,MPSLTD,0.012869
8,JUBLPHARMA,0.012973
9,PETRONET,0.013446
10,GSKCONS,0.013549
11,TTML,0.013959
12,INGVYSYABK,0.014044
13,FINPIPE,0.014145
14,BONGAIREFN,0.014162
15,LICHSGFIN,0.014534
16,JPPOWER,0.014608
17,GUJENERGY,0.01473
18,FEL,0.014772
19,SUNPHARMA,0.014787
20,IOC,0.014934
