Rank,Symbol,Momentum,Volatility,Score
1,ADANIGREEN,1.322718,0.022909,57.7387
2,JUBLPHARMA,1.46534,0.042217,34.7097
3,AUROPHARMA,1.443508,0.046174,31.2621
4,HEG,1.321126,0.042818,30.8548
5,IDEA,2.238806,0.074075,30.2237
6,GLENMARK,1.106243,0.040542,27.2862
7,GRAPHITE,0.87735,0.036224,24.2203
8,KRBL,1.151934,0.047858,24.0699
9,GICRE,0.795918,0.033199,23.9741
10,SYNGENE,0.605966,0.025362,23.8925
11,BAYERCROP,0.756787,0.032784,23.0841
12,ISEC,0.901699,0.039236,22.9815
13,MUTHOOTFIN,0.88673,0.040263,22.0236
14,CIPLA,0.703404,0.032622,21.5621
15,AMARAJABAT,0.742733,0.036219,20.5068
16,OFSS,0.624015,0.030513,20.4511
17,ATGL,0.645872,0.033372,19.3539
18,PIIND,0.614425,0.032631,18.8294
19,MAHINDCIE,0.670722,0.035718,18.7782
20,VEDL,1.060914,0.056725,18.7027
