Rank,Symbol,Momentum,Volatility,Score
1,APOLLOHOSP,0.197755,0.018291,10.8119
2,ABAN,0.303563,0.030849,9.8403
3,GMDCLTD,0.236585,0.027666,8.5516
4,NTPC,0.15437,0.018164,8.4986
5,ZEEL,0.22235,0.027169,8.1839
6,SKFINDIA,0.161096,0.020603,7.8191
7,PUNJABTRAC,0.244458,0.031892,7.6652
8,BEL,0.213115,0.032479,6.5616
9,BIOCON,0.147886,0.030787,4.8036
10,BHARTIARTL,0.110321,0.025649,4.3012
11,CESC,0.133045,0.033772,3.9395
12,JSWSTEEL,0.115778,0.0305,3.796
13,BRITANNIA,0.08923,0.024273,3.6761
14,SAIL,0.135696,0.03737,3.6312
15,KOTAKBANK,0.099508,0.02771,3.591
16,RENUKA,0.161363,0.045259,3.5653
17,NATIONALUM,0.091015,0.025859,3.5197
18,KTKBANK,0.06587,0.019209,3.4292
19,HTMEDIA,0.082909,0.024928,3.326
20,WOCKPHARMA,0.070733,0.024467,2.891
