Rank,Symbol,Momentum,Volatility,Score
1,ZYDUSLIFE,0.322332,0.0179,18.0073
2,ULTRACEMCO,0.230273,0.015758,14.6127
3,SUNPHARMA,0.210738,0.016062,13.1206
4,GLAXO,0.149719,0.011517,13.0003
5,3MINDIA,0.239641,0.019513,12.2812
6,PEL,0.285855,0.023291,12.2734
7,ORIENTBANK,0.343858,0.028958,11.8745
8,APOLLOTYRE,0.447344,0.037697,11.8669
9,HEROMOTOCO,0.220209,0.018619,11.8273
10,CUMMINSIND,0.190325,0.016156,11.7807
11,CHENNPETRO,0.212431,0.018468,11.5026
12,J&KBANK,0.188912,0.016801,11.2444
13,VEDL,0.281064,0.027159,10.3489
14,BANKBARODA,0.200782,0.020126,9.9765
15,IGL,0.158291,0.016047,9.8641
16,TITAN,0.237747,0.024257,9.8012
17,CASTROLIND,0.178168,0.018826,9.4639
18,UBL,0.23571,0.0253,9.3166
19,DRREDDY,0.135737,0.014999,9.0495
20,FORTIS,0.202441,0.022609,8.954
