Rank,Symbol,Momentum,Volatility,Score
1,WOCKPHARMA,1.254565,0.052424,23.9309
2,LICHSGFIN,0.393531,0.018776,20.9597
3,ALBK,0.31108,0.015441,20.1459
4,RENUKA,0.374903,0.019756,18.9771
5,PNB,0.235405,0.012463,18.8882
6,HDFCBANK,0.215579,0.011631,18.5348
7,TMPV,0.330995,0.018013,18.3755
8,UCOBANK,0.354745,0.019342,18.341
9,SBIN,0.321413,0.018025,17.8318
10,KOTAKBANK,0.290578,0.016841,17.2542
11,CUMMINSIND,0.248533,0.015369,16.1714
12,BANKINDIA,0.302493,0.019375,15.6124
13,BANKBARODA,0.221198,0.014754,14.9925
14,IDBI,0.297176,0.020034,14.8332
15,ULTRACEMCO,0.291037,0.019665,14.7994
16,APOLLOHOSP,0.186809,0.012813,14.58
17,RANBAXY,0.244226,0.016785,14.5502
18,GUJENERGY,0.303644,0.021339,14.2293
19,HINDALCO,0.294174,0.020734,14.1881
20,TATASTEEL,0.234723,0.016638,14.1072
