Rank,Symbol,Momentum,Volatility,Score
1,WIPRO,0.144472,0.010508,13.7492
2,AUROPHARMA,0.302283,0.023697,12.7563
3,LTTS,0.314843,0.025931,12.1414
4,DRREDDY,0.208572,0.017465,11.9422
5,RELIANCE,0.168941,0.014474,11.6723
6,ABFRL,0.342381,0.030369,11.2739
7,JSWSTEEL,0.240533,0.022365,10.7548
8,DIVISLAB,0.225083,0.021121,10.6568
9,ONGC,0.152146,0.01454,10.4642
10,ABB,0.180144,0.017305,10.4099
11,APLLTD,0.197753,0.020515,9.6393
12,ACC,0.225362,0.023989,9.3945
13,SANOFI,0.143873,0.015357,9.3687
14,BATAINDIA,0.185172,0.019971,9.2721
15,AXISBANK,0.174583,0.01909,9.1452
16,RAJESHEXPO,0.193133,0.021219,9.1019
17,TCS,0.097778,0.010826,9.032
18,AIAENG,0.153599,0.017034,9.0171
19,HCLTECH,0.119021,0.013221,9.0024
20,GLENMARK,0.145303,0.016362,8.8806
